model,team_id,attack_strength,defense_vulnerability,home_advantage,rho,half_life_days,strength_source
dixon_coles,barcelona,0.6847481789353422,-0.3195484059308934,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,real_madrid,0.5276531642197084,-0.38361686451735455,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,villarreal,0.4376231424743818,-0.046300349879587845,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,atletico_madrid,0.35433871753147655,-0.2508212920325109,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,betis,0.22447804281387526,-0.08502152528822574,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,celta,0.16915555743022234,-0.019525048529072508,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,real_sociedad,0.13313486957450107,-0.0009275699171578455,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,levante,0.07746975141097616,0.13362065969041562,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,athletic_bilbao,0.06281080090454966,-0.1284113911328699,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,girona,0.06090563809870298,0.02398144256105011,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,elche,0.04387220285744794,0.08964077848360555,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,almeria,0.0345281243912622,0.28028558011694216,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,valencia,0.012830364837199078,-0.018896775704787608,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,sevilla,0.011443785081144688,0.048667941047401776,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,osasuna,-0.0033463482181905493,-0.032884347472365204,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,sporting_gijon,-0.006127190372691081,0.03068357937198176,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,deportivo,-0.026413691502709485,0.07706265066684027,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,espanyol,-0.05255441663603227,0.030377693821615818,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,malaga,-0.06045476242891942,0.021481645325260763,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,alaves,-0.07943013918274393,-0.0018586865645930243,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,mallorca,-0.08000089403053537,-0.03530399292427684,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,granada,-0.10817858915267403,0.31483972850527975,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,leganes,-0.12345367275613243,0.04998634469473311,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,vallecano,-0.12461934638016058,-0.1504163690973733,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,huesca,-0.15329880723634168,0.025029132612268756,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,eibar,-0.1848854829546905,0.003555047438847038,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,las_palmas,-0.20109240308641144,0.07341665687197267,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,getafe,-0.2880012542700826,-0.27153125135774964,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,cadiz,-0.4219825564362632,0.005246662071317528,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,valladolid,-0.43095560677905753,0.4397479580814167,0.29309886785673606,0.010126213560898443,365,laliga_history
dixon_coles,oviedo,-0.49019717913715416,0.09744036898786881,0.29309886785673606,0.010126213560898443,365,laliga_history
poisson,barcelona,0.6846219801031789,-0.32029134409332716,0.2934333655709339,0.0,365,laliga_history
poisson,real_madrid,0.5277575569631298,-0.3837293115011018,0.2934333655709339,0.0,365,laliga_history
poisson,villarreal,0.43760356157829666,-0.04642696029898284,0.2934333655709339,0.0,365,laliga_history
poisson,atletico_madrid,0.3540479601688148,-0.2513111495570861,0.2934333655709339,0.0,365,laliga_history
poisson,betis,0.22512345761554953,-0.084628384150069,0.2934333655709339,0.0,365,laliga_history
poisson,celta,0.16898767171969797,-0.01995614947775093,0.2934333655709339,0.0,365,laliga_history
poisson,real_sociedad,0.13264347403542276,-0.000962248366778989,0.2934333655709339,0.0,365,laliga_history
poisson,racing_santander,0.08413036032799401,0.45,0.2934333655709339,0.0,365,segunda_promotion_adjustment
poisson,levante,0.07796655638720067,0.13427117585663562,0.2934333655709339,0.0,365,laliga_history
poisson,athletic_bilbao,0.06280058836920284,-0.12814545910580907,0.2934333655709339,0.0,365,laliga_history
poisson,girona,0.06023652145020145,0.0237141794701089,0.2934333655709339,0.0,365,laliga_history
poisson,elche,0.04389629775907707,0.0896731587497858,0.2934333655709339,0.0,365,laliga_history
poisson,almeria,0.03519834387780609,0.28088888631250564,0.2934333655709339,0.0,365,laliga_history
poisson,malaga,0.03107227177743028,0.26863793347619846,0.2934333655709339,0.0,365,segunda_promotion_adjustment
poisson,valencia,0.01235524281689258,-0.01925046505006174,0.2934333655709339,0.0,365,laliga_history
poisson,sevilla,0.010790073000763262,0.048078498348915304,0.2934333655709339,0.0,365,laliga_history
poisson,deportivo,-0.001293019786095916,0.3877289348219306,0.2934333655709339,0.0,365,segunda_promotion_adjustment
poisson,osasuna,-0.0035591394824087802,-0.03259919717119465,0.2934333655709339,0.0,365,laliga_history
poisson,sporting_gijon,-0.006075368160713142,0.030776701437884503,0.2934333655709339,0.0,365,laliga_history
poisson,espanyol,-0.05203962085370624,0.030440804167453477,0.2934333655709339,0.0,365,laliga_history
poisson,alaves,-0.08023945010981241,-0.0025349132018945213,0.2934333655709339,0.0,365,laliga_history
poisson,mallorca,-0.08025122615566795,-0.03536943653177763,0.2934333655709339,0.0,365,laliga_history
poisson,granada,-0.10906470364769208,0.3151465229417455,0.2934333655709339,0.0,365,laliga_history
poisson,leganes,-0.1228553298536763,0.04981451266020158,0.2934333655709339,0.0,365,laliga_history
poisson,vallecano,-0.12451454532559413,-0.1503064637666688,0.2934333655709339,0.0,365,laliga_history
poisson,huesca,-0.15222788091109243,0.025520029789011352,0.2934333655709339,0.0,365,laliga_history
poisson,eibar,-0.18321099359902376,0.0039269076337688745,0.2934333655709339,0.0,365,laliga_history
poisson,las_palmas,-0.2024342809234529,0.07345056776404153,0.2934333655709339,0.0,365,laliga_history
poisson,getafe,-0.28922994918084044,-0.2718226444252998,0.2934333655709339,0.0,365,laliga_history
poisson,cadiz,-0.4208962604764125,0.005448992159965673,0.2934333655709339,0.0,365,laliga_history
poisson,valladolid,-0.43097204270867606,0.4397107563073643,0.2934333655709339,0.0,365,laliga_history
poisson,oviedo,-0.489640492233592,0.09745205002245952,0.2934333655709339,0.0,365,laliga_history
