team_id,team,position,count,probability
athletic_bilbao,Athletic Club,1,0,0.0
athletic_bilbao,Athletic Club,2,1,0.0033333333333333335
athletic_bilbao,Athletic Club,3,0,0.0
athletic_bilbao,Athletic Club,4,10,0.03333333333333333
athletic_bilbao,Athletic Club,5,12,0.04
athletic_bilbao,Athletic Club,6,20,0.06666666666666667
athletic_bilbao,Athletic Club,7,19,0.06333333333333334
athletic_bilbao,Athletic Club,8,30,0.1
athletic_bilbao,Athletic Club,9,20,0.06666666666666667
athletic_bilbao,Athletic Club,10,21,0.07
athletic_bilbao,Athletic Club,11,16,0.05333333333333334
athletic_bilbao,Athletic Club,12,19,0.06333333333333334
athletic_bilbao,Athletic Club,13,16,0.05333333333333334
athletic_bilbao,Athletic Club,14,22,0.07333333333333333
athletic_bilbao,Athletic Club,15,25,0.08333333333333333
athletic_bilbao,Athletic Club,16,18,0.06
athletic_bilbao,Athletic Club,17,18,0.06
athletic_bilbao,Athletic Club,18,14,0.04666666666666667
athletic_bilbao,Athletic Club,19,13,0.043333333333333335
athletic_bilbao,Athletic Club,20,6,0.02
atletico_madrid,Atlético de Madrid,1,14,0.04666666666666667
atletico_madrid,Atlético de Madrid,2,42,0.14
atletico_madrid,Atlético de Madrid,3,139,0.4633333333333333
atletico_madrid,Atlético de Madrid,4,43,0.14333333333333334
atletico_madrid,Atlético de Madrid,5,26,0.08666666666666667
atletico_madrid,Atlético de Madrid,6,18,0.06
atletico_madrid,Atlético de Madrid,7,5,0.016666666666666666
atletico_madrid,Atlético de Madrid,8,5,0.016666666666666666
atletico_madrid,Atlético de Madrid,9,3,0.01
atletico_madrid,Atlético de Madrid,10,3,0.01
atletico_madrid,Atlético de Madrid,11,0,0.0
atletico_madrid,Atlético de Madrid,12,1,0.0033333333333333335
atletico_madrid,Atlético de Madrid,13,1,0.0033333333333333335
atletico_madrid,Atlético de Madrid,14,0,0.0
atletico_madrid,Atlético de Madrid,15,0,0.0
atletico_madrid,Atlético de Madrid,16,0,0.0
atletico_madrid,Atlético de Madrid,17,0,0.0
atletico_madrid,Atlético de Madrid,18,0,0.0
atletico_madrid,Atlético de Madrid,19,0,0.0
atletico_madrid,Atlético de Madrid,20,0,0.0
osasuna,CA Osasuna,1,0,0.0
osasuna,CA Osasuna,2,0,0.0
osasuna,CA Osasuna,3,1,0.0033333333333333335
osasuna,CA Osasuna,4,7,0.023333333333333334
osasuna,CA Osasuna,5,7,0.023333333333333334
osasuna,CA Osasuna,6,12,0.04
osasuna,CA Osasuna,7,20,0.06666666666666667
osasuna,CA Osasuna,8,15,0.05
osasuna,CA Osasuna,9,19,0.06333333333333334
osasuna,CA Osasuna,10,32,0.10666666666666667
osasuna,CA Osasuna,11,19,0.06333333333333334
